64	peck	1	3	35	35	100	0	10	2	1	0	1	1	0
65	drill-peck	1	3	80	20	100	0	10	2	1	0	1	1	0
66	submission	1	2	80	20	80	0	10	2	49	0	1	3	0
67	low-kick	1	2	0	20	100	0	10	2	197	0	5	4	0
68	counter	1	2	0	20	100	-5	1	2	90	0	5	16	0
69	seismic-toss	1	2	0	20	100	0	10	2	88	0	5	23	0
70	strength	1	1	80	15	100	0	10	2	1	0	5	23	0
71	absorb	1	12	20	25	100	0	10	3	4	0	4	9	0
72	mega-drain	1	12	40	15	100	0	10	3	4	0	4	4	0
73	leech-seed	1	12	0	10	90	0	10	1	85	0	4	8	0
74	growth	1	1	0	20	0	0	7	1	317	0	2	32	0
75	razor-leaf	1	12	55	25	95	0	11	2	44	0	1	2	0
76	solar-beam	1	12	120	10	100	0	10	3	152	0	1	1	0
77	poison-powder	1	4	0	35	75	0	10	1	67	0	4	33	0
78	stun-spore	1	12	0	30	75	0	10	1	68	0	4	14	0
79	sleep-powder	1	12	0	15	75	0	10	1	2	0	4	5	0
80	petal-dance	1	12	120	10	100	0	8	3	28	0	2	6	0
81	string-shot	1	7	0	40	95	0	11	1	61	0	4	9	0
82	dragon-rage	1	16	0	10	100	0	10	3	42	0	1	26	0
83	fire-spin	1	10	35	15	85	0	10	3	43	100	2	24	0
84	thunder-shock	1	13	40	30	100	0	10	3	7	10	1	1	0
85	thunderbolt	1	13	90	15	100	0	10	3	7	10	1	1	0
86	thunder-wave	1	13	0	20	90	0	10	1	68	0	1	14	0
87	thunder	1	13	110	10	70	0	10	3	153	30	1	8	0
88	rock-throw	1	6	50	15	90	0	10	2	1	0	5	12	0
89	earthquake	1	5	100	10	100	0	9	2	148	0	5	5	0
90	fissure	1	5	0	5	30	0	10	2	39	0	5	14	0
91	dig	1	5	80	10	100	0	10	2	257	0	4	15	0
92	toxic	1	4	0	10	90	0	10	1	34	0	4	33	0
93	confusion	1	14	50	25	100	0	10	3	77	10	4	9	0
94	psychic	1	14	90	10	100	0	10	3	73	10	4	5	0
95	hypnosis	1	14	0	20	60	0	10	1	2	0	4	5	0
96	meditate	1	14	0	40	0	0	7	1	11	0	2	32	0
97	agility	1	14	0	30	0	0	7	1	53	0	1	30	0
98	quick-attack	1	1	40	30	100	1	10	2	104	0	1	30	0
99	rage	1	1	20	20	100	0	10	2	82	0	1	17	0
100	teleport	1	14	0	20	0	0	7	1	154	0	1	15	0
101	night-shade	1	8	0	15	100	0	10	3	88	0	4	23	0
102	mimic	1	1	0	10	0	0	10	1	83	0	3	19	0
103	screech	1	1	0	40	85	0	10	1	60	0	4	5	0
104	double-team	1	1	0	15	0	0	7	1	17	0	1	16	0
105	recover	1	1	0	10	0	0	7	1	33	0	4	23	0
106	harden	1	1	0	30	0	0	7	1	12	0	5	16	0
107	minimize	1	1	0	10	0	0	7	1	109	0	3	16	0
108	smokescreen	1	1	0	20	100	0	10	1	24	0	4	22	0
109	confuse-ray	1	8	0	10	100	0	10	1	50	0	4	21	0
110	withdraw	1	11	0	40	0	0	7	1	12	0	3	15	0
111	defense-curl	1	1	0	40	0	0	7	1	157	0	3	16	0
112	barrier	1	14	0	20	0	0	7	1	52	0	1	15	0
113	light-screen	1	14	0	30	0	0	4	1	36	0	2	15	0
114	haze	1	15	0	30	0	0	12	1	26	0	2	33	0
115	reflect	1	14	0	20	0	0	4	1	66	0	4	15	0
116	focus-energy	1	1	0	30	0	0	7	1	48	0	1	5	0
117	bide	1	1	0	10	0	1	7	2	27	0	5	15	0
118	metronome	1	1	0	10	0	0	7	1	84	0	3	17	0
119	mirror-move	1	3	0	20	0	0	10	1	10	0	4	19	0
120	self-destruct	1	1	200	5	100	0	9	2	8	0	2	7	0
121	egg-bomb	1	1	100	10	75	0	10	2	1	0	5	1	0
122	lick	1	8	30	30	100	0	10	2	7	30	5	4	0
123	smog	1	4	30	20	70	0	10	3	3	40	5	5	0
124	sludge	1	4	65	20	100	0	10	3	3	30	5	4	0
125	bone-club	1	5	65	20	85	0	10	2	32	10	5	10	0
126	fire-blast	1	10	110	5	85	0	10	3	5	10	2	1	0
127	waterfall	1	11	80	15	100	0	10	2	32	20	5	28	0
128	clamp	1	11	35	15	85	0	10	2	43	100	5	24	0
129	swift	1	1	60	20	0	0	11	3	18	0	1	27	0
130	skull-bash	1	1	130	10	100	0	10	2	146	100	5	4	0
131	spike-cannon	1	1	20	15	100	0	10	2	30	0	1	10	0
132	constrict	1	1	10	35	100	0	10	2	71	10	5	9	0
133	amnesia	1	14	0	20	0	0	7	1	55	0	3	32	0
134	kinesis	1	14	0	15	80	0	10	1	24	0	4	24	0
135	soft-boiled	1	1	0	10	0	0	7	1	33	0	2	1	0
136	high-jump-kick	1	2	130	10	90	0	10	2	46	0	1	3	0
137	glare	1	1	0	30	100	0	10	1	68	0	5	5	0
138	dream-eater	1	14	100	15	100	0	10	3	9	0	4	8	0
139	poison-gas	1	4	0	40	90	0	11	1	67	0	4	33	0
140	barrage	1	1	15	20	85	0	10	2	30	0	5	12	0
141	leech-life	1	7	80	10	100	0	10	2	4	0	4	9	0
142	lovely-kiss	1	1	0	10	75	0	10	1	2	0	2	5	0
143	sky-attack	1	3	140	5	90	0	10	2	76	30	1	2	0
144	transform	1	1	0	10	0	0	10	1	58	0	4	17	0
145	bubble	1	11	40	30	100	0	11	3	71	10	3	8	0
146	dizzy-punch	1	1	70	10	100	0	10	2	77	20	1	4	0
147	spore	1	12	0	15	100	0	10	1	2	0	2	5	0
148	flash	1	1	0	20	100	0	10	1	24	0	2	22	0
149	psywave	1	14	0	15	100	0	10	3	89	0	4	14	0
150	splash	1	1	0	40	0	0	7	1	86	0	3	28	0
151	acid-armor	1	4	0	20	0	0	7	1	52	0	5	32	0
152	crabhammer	1	11	100	10	90	0	10	2	44	0	5	2	0
153	explosion	1	1	250	5	100	0	9	2	8	0	2	7	0
154	fury-swipes	1	1	18	15	80	0	10	2	30	0	5	10	0
155	bonemerang	1	5	50	10	90	0	10	2	45	0	5	1	0
156	rest	1	14	0	10	0	0	7	1	38	0	3	16	0
157	rock-slide	1	6	75	10	90	0	11	2	32	30	5	5	0
158	hyper-fang	1	1	80	15	90	0	10	2	32	10	1	4	0
159	sharpen	1	1	0	30	0	0	7	1	11	0	3	32	0
160	conversion	1	1	0	30	0	0	7	1	31	0	2	12	0
161	tri-attack	1	1	80	10	100	0	10	3	37	20	2	8	0
162	super-fang	1	1	0	10	90	0	10	2	41	0	5	14	0
163	slash	1	1	70	20	100	0	10	2	44	0	1	2	0
164	substitute	1	1	0	10	0	0	7	1	80	0	4	16	0
165	struggle	1	1	50	1	0	0	8	2	255	0	1	1	0
166	sketch	2	1	0	1	0	0	10	1	96	0	4	19	0
167	triple-kick	2	2	10	10	90	0	10	2	105	0	1	1	0
168	thief	2	17	60	25	100	0	10	2	106	0	5	20	0
169	spider-web	2	7	0	10	0	0	10	1	107	0	4	18	0
170	mind-reader	2	1	0	5	0	0	10	1	95	0	4	24	0
171	nightmare	2	8	0	15	100	0	10	1	108	0	4	5	0
172	flame-wheel	2	10	60	25	100	0	10	2	126	10	2	1	0
173	snore	2	1	50	15	100	0	10	3	93	30	3	1	0
174	curse	2	8	0	10	0	0	1	1	110	0	5	31	0
175	flail	2	1	0	15	100	0	10	2	100	0	3	26	0
176	conversion-2	2	1	0	30	0	0	10	1	94	0	2	12	0
177	aeroblast	2	3	100	5	95	0	10	3	44	0	1	2	0
178	cotton-spore	2	12	0	40	100	0	11	1	61	0	2	10	0
179	reversal	2	2	0	15	100	0	10	2	100	0	1	28	0
180	spite	2	8	0	10	100	0	10	1	101	0	5	26	0
181	powder-snow	2	15	40	25	100	0	11	3	6	10	2	1	0
182	protect	2	1	0	10	0	4	7	1	112	0	3	15	0
183	mach-punch	2	2	40	30	100	1	10	2	104	0	1	30	0
184	scary-face 2	1	0	10	100	0	10	1	61	0	5	10	0
185	feint-attack	2	17	60	20	0	0	10	2	18	0	4	27	0
186	sweet-kiss	2	18	0	10	75	0	10	1	50	0	3	18	0
187	belly-drum	2	1	0	10	0	0	7	1	143	0	3	32	0
188	sludge-bomb	2	4	90	10	100	0	10	3	3	30	5	10	0
189	mud-slap	2	5	20	10	100	0	10	3	74	100	3	10	0
190	octazooka	2	11	65	10	85	0	10	3	74	50	5	10	0
191	spikes	2	5	0	20	0	0	6	1	113	0	4	18	0
192	zap-cannon	2	13	120	5	50	0	10	3	7	100	1	1	0
193	foresight	2	1	0	40	0	0	10	1	114	0	4	33	0
194	destiny-bond	2	8	0	5	0	0	7	1	99	0	4	7	0
195	perish-song	2	1	0	5	0	0	14	1	115	0	2	14	0
196	icy-wind	2	15	55	15	95	0	11	3	71	100	2	5	0
197	detect	2	2	0	5	0	4	7	1	112	0	1	16	0
198	bone-rush	2	5	25	10	90	0	10	2	30	0	5	1	0
199	lock-on	2	1	0	5	0	0	10	1	95	0	4	24	0
200	outrage	2	16	120	10	100	0	8	2	28	0	1	6	0
201	sandstorm	2	6	0	10	0	0	12	1	116	0	5	21	0
202	giga-drain	2	12	75	10	100	0	10	3	4	0	4	10	0
203	endure	2	1	0	10	0	4	7	1	117	0	5	16	0
204	charm	2	18	0	20	100	0	10	1	59	0	3	23	0
205	rollout	2	6	30	20	90	0	10	2	118	0	5	24	0
206	false-swipe	2	1	40	40	100	0	10	2	102	0	1	5	0
207	swagger	2	1	0	15	85	0	10	1	119	0	3	27	0
208	milk-drink	2	1	0	10	0	0	7	1	33	0	3	12	0
209	spark	2	13	65	20	100	0	10	2	7	30	1	4	0
210	fury-cutter	2	7	40	20	95	0	10	2	120	0	1	17	0
211	steel-wing	2	9	70	25	90	0	10	2	139	10	1	12	0
212	mean-look	2	1	0	5	0	0	10	1	107	0	2	18	0
213	attract	2	1	0	15	100	0	10	1	121	0	3	18	0
214	sleep-talk	2	1	0	10	0	0	7	1	98	0	3	17	0
215	heal-bell	2	1	0	5	0	0	13	1	103	0	2	28	0
216	return	2	1	0	20	100	0	10	2	122	0	3	13	0
217	present	2	1	0	15	90	0	10	2	123	0	3	17	0
218	frustration	2	1	0	20	100	0	10	2	124	0	3	13	0
219	safeguard	2	1	0	25	0	0	4	1	125	0	2	15	0
220	pain-split	2	1	0	20	0	0	10	1	92	0	4	4	0
221	sacred-fire	2	10	100	5	95	0	10	2	126	50	2	1	0
222	magnitude	2	5	0	30	100	0	9	2	127	0	5	11	0
223	dynamic-punch	2	2	100	5	50	0	10	2	77	100	1	10	0
224	megahorn	2	7	120	10	85	0	10	2	1	0	1	12	0
225	dragon-breath	2	16	60	20	100	0	10	3	7	30	1	5	0
226	baton-pass	2	1	0	40	0	0	7	1	128	0	3	18	0
227	encore	2	1	0	5	100	0	10	1	91	0	3	18	0
228	pursuit	2	17	40	20	100	0	10	2	129	0	4	14	0
229	rapid-spin	2	1	20	40	100	0	10	2	130	0	1	16	0
230	sweet-scent	2	1	0	20	100	0	11	1	25	0	3	5	0
231	iron-tail	2	9	100	15	75	0	10	2	70	30	1	4	0
232	metal-claw	2	9	50	35	95	0	10	2	140	10	1	1	0
233	vital-throw	2	2	70	10	0	-1	10	2	79	0	1	31	0
234	morning-sun	2	1	0	5	0	0	7	1	133	0	2	25	0
235	synthesis	2	12	0	5	0	0	7	1	133	0	4	25	0
236	moonlight	2	18	0	5	0	0	7	1	133	0	2	25	0
237	hidden-power	2	1	60	15	100	0	10	3	136	0	4	17	0
238	cross-chop	2	2	100	5	80	0	10	2	44	0	1	2	0
239	twister	2	16	40	20	100	0	11	3	147	20	1	21	0
240	rain-dance	2	11	0	5	0	0	12	1	137	0	5	11	0
241	sunny-day	2	10	0	5	0	0	12	1	138	0	2	11	0
242	crunch	2	17	80	15	100	0	10	2	70	20	5	4	0
243	mirror-coat	2	14	0	20	100	-5	1	3	145	0	2	16	0
244	psych-up	2	1	0	10	0	0	10	1	144	0	4	12	0
245	extreme-speed	2	1	80	5	100	2	10	2	104	0	1	30	0
246	ancient-power	2	6	60	5	100	0	10	3	141	10	5	32	0
247	shadow-ball	2	8	80	15	100	0	10	3	73	20	4	22	0
248	future-sight	2	14	120	10	100	0	10	3	149	0	4	24	0
249	rock-smash	2	2	40	15	100	0	10	2	70	50	5	29	0
250	whirlpool	2	11	35	15	85	0	10	3	262	100	2	24	0
251	beat-up	2	17	0	10	100	0	10	2	155	0	4	14	0
252	fake-out	3	1	40	10	100	3	10	2	159	100	3	23	0
253	uproar	3	1	90	10	100	0	8	3	160	0	3	21	0
254	stockpile	3	1	0	20	0	0	7	1	161	0	5	16	0
255	spit-up	3	1	0	10	100	0	10	3	162	0	5	1	0
256	swallow	3	1	0	10	0	0	7	1	163	0	5	32	0
257	heat-wave	3	10	95	10	90	0	11	3	5	10	2	1	0
258	hail	3	15	0	10	0	0	12	1	165	0	2	5	0
259	torment	3	17	0	15	100	0	10	1	166	0	5	18	0
260	flatter	3	17	0	15	100	0	10	1	167	0	4	18	0
261	will-o-wisp	3	10	0	15	85	0	10	1	168	0	2	4	0
262	memento	3	17	0	10	100	0	10	1	169	0	5	7	0
263	facade	3	1	70	20	100	0	10	2	170	0	3	28	0
264	focus-punch	3	2	150	20	100	-3	10	2	171	0	5	31	0
265	smelling-salts	3	1	70	10	100	0	10	2	172	0	4	9	0
266	follow-me	3	1	0	20	0	2	7	1	173	0	3	24	0
267	nature-power	3	1	0	20	0	0	10	1	174	0	2	11	0
268	charge	3	13	0	20	0	0	7	1	175	0	4	12	0
269	taunt	3	17	0	20	100	0	10	1	176	0	4	18	0
270	helping-hand	3	1	0	20	0	5	3	1	177	0	4	18	0
271	trick	3	14	0	10	100	0	10	1	178	0	4	12	0
272	role-play	3	14	0	10	0	0	10	1	179	0	3	20	0
273	wish	3	1	0	10	0	0	7	1	180	0	3	24	0
274	assist	3	1	0	20	0	0	7	1	181	0	3	25	0
275	ingrain	3	12	0	20	0	0	7	1	182	0	4	15	0
276	superpower	3	2	120	5	100	0	10	2	183	100	5	3	0
277	magic-coat	3	14	0	15	0	4	7	1	184	0	2	15	0
278	recycle	3	1	0	10	0	0	7	1	185	0	4	17	0
279	revenge	3	2	60	10	100	-4	10	2	186	0	5	31	0
280	brick-break	3	2	75	15	100	0	10	2	187	0	1	4	0
281	yawn	3	1	0	10	0	0	10	1	188	0	3	18	0
282	knock-off	3	17	65	20	100	0	10	2	189	0	4	4	0
283	endeavor	3	1	0	5	100	0	10	2	190	0	5	28	0
284	eruption	3	10	150	5	100	0	11	3	191	0	2	26	0
285	skill-swap	3	14	0	10	0	0	10	1	192	0	4	20	0
286	imprison	3	14	0	10	0	0	7	1	193	0	4	33	0
287	refresh	3	1	0	20	0	0	7	1	194	0	3	32	0
288	grudge	3	8	0	5	0	0	7	1	195	0	5	26	0
289	snatch	3	17	0	10	0	4	7	1	196	0	4	14	0
290	secret-power	3	1	70	20	100	0	10	2	198	30	4	29	0
291	dive	3	11	80	10	100	0	10	2	256	0	2	16	0
292	arm-thrust	3	2	15	20	100	0	10	2	30	0	5	10	0
293	camouflage	3	1	0	20	0	0	7	1	214	0	4	2	0
294	tail-glow	3	7	0	20	0	0	7	1	322	0	2	32	0
295	luster-purge	3	14	70	5	100	0	10	3	73	50	4	9	0
296	mist-ball	3	14	70	5	100	0	10	3	72	50	4	4	0
297	feather-dance	3	3	0	15	100	0	10	1	59	0	2	28	0
298	teeter-dance	3	1	0	20	100	0	9	1	200	0	3	6	0
299	blaze-kick	3	10	85	10	90	0	10	2	201	10	2	1	0
300	mud-sport	3	5	0	15	0	0	12	1	202	0	3	1	0
301	ice-ball	3	15	30	20	90	0	10	2	118	0	2	24	0
302	needle-arm	3	12	60	15	100	0	10	2	32	30	4	4	0
303	slack-off	3	1	0	10	0	0	7	1	33	0	3	26	0
304	hyper-voice	3	1	90	10	100	0	11	3	1	0	1	5	0
305	poison-fang	3	4	50	15	100	0	10	2	203	50	4	33	0
306	crush-claw	3	1	75	10	95	0	10	2	70	50	1	4	0
307	blast-burn	3	10	150	5	90	0	10	3	81	0	2	6	0
308	hydro-cannon	3	11	150	5	90	0	10	3	81	0	2	6	0
309	meteor-mash	3	9	90	10	90	0	10	2	140	20	1	12	0
310	astonish	3	8	30	15	100	0	10	2	32	30	4	9	0
311	weather-ball	3	1	50	10	100	0	10	3	204	0	4	1	0
312	aromatherapy	3	12	0	5	0	0	13	1	103	0	4	28	0
313	fake-tears	3	17	0	20	100	0	10	1	63	0	4	28	0
314	air-cutter	3	3	60	25	95	0	11	3	44	0	1	23	0
315	overheat	3	10	130	5	90	0	10	3	205	100	2	3	0
316	odor-sleuth	3	1	0	40	0	0	10	1	114	0	4	33	0
317	rock-tomb	3	6	60	15	95	0	10	2	71	100	4	24	0
318	silver-wind	3	7	60	5	100	0	10	3	141	10	2	32	0
319	metal-sound	3	9	0	40	85	0	10	1	63	0	4	5	0
320	grass-whistle	3	12	0	15	55	0	10	1	2	0	4	5	0
321	tickle	3	1	0	20	100	0	10	1	206	0	3	33	0
322	cosmic-power	3	14	0	20	0	0	7	1	207	0	1	32	0
323	water-spout	3	11	150	5	100	0	11	3	191	0	2	26	0
324	signal-beam	3	7	75	15	100	0	10	3	77	10	2	21	0
325	shadow-punch	3	8	60	20	0	0	10	2	18	0	4	27	0
326	extrasensory	3	14	80	20	100	0	10	3	32	10	1	4	0
327	sky-uppercut	3	2	85	15	90	0	10	2	208	0	1	23	0
328	sand-tomb	3	5	35	15	85	0	10	2	43	100	4	24	0
329	sheer-cold	3	15	0	5	30	0	10	3	39	0	2	14	0
330	muddy-water	3	11	90	10	85	0	11	3	74	30	5	10	0
331	bullet-seed	3	12	25	30	100	0	10	2	30	0	1	14	0
332	aerial-ace	3	3	60	20	0	0	10	2	18	0	1	27	0
333	icicle-spear	3	15	25	30	100	0	10	2	30	0	2	23	0
334	iron-defense	3	9	0	15	0	0	7	1	52	0	5	15	0
335	block	3	1	0	5	0	0	10	1	107	0	3	18	0
336	howl	3	1	0	40	0	0	7	1	11	0	1	32	0
337	dragon-claw	3	16	80	15	100	0	10	2	1	0	1	23	0
338	frenzy-plant	3	12	150	5	90	0	10	3	81	0	1	6	0
339	bulk-up	3	2	0	20	0	0	7	1	209	0	2	32	0
340	bounce	3	3	85	5	85	0	10	2	264	30	3	15	0
341	mud-shot	3	5	55	15	95	0	10	3	71	100	5	5	0
342	poison-tail	3	4	50	25	100	0	10	2	210	10	4	33	0
343	covet	3	1	60	25	100	0	10	2	106	0	3	20	0
344	volt-tackle	3	13	120	15	100	0	10	2	263	10	1	3	0
345	magical-leaf	3	12	60	20	0	0	10	3	18	0	2	27	0
346	water-sport	3	11	0	15	0	0	12	1	211	0	3	1	0
347	calm-mind	3	14	0	20	0	0	7	1	212	0	4	16	0
348	leaf-blade	3	12	90	15	100	0	10	2	44	0	1	2	0
349	dragon-dance	3	16	0	20	0	0	7	1	213	0	1	32	0
350	rock-blast	3	6	25	10	90	0	10	2	30	0	5	12	0
351	shock-wave	3	13	60	20	0	0	10	3	18	0	1	27	0
352	water-pulse	3	11	60	20	100	0	10	3	77	20	2	21	0
353	doom-desire	3	9	140	5	100	0	10	3	149	0	1	24	0
354	psycho-boost	3	14	140	5	90	0	10	3	205	100	4	3	0
355	roost	4	3	0	10	0	0	7	1	215	0	1	0	0
356	gravity	4	14	0	5	0	0	12	1	216	0	2	0	0
357	miracle-eye	4	14	0	40	0	0	10	1	217	0	3	0	0
358	wake-up-slap	4	2	70	10	100	0	10	2	218	0	4	0	0
359	hammer-arm	4	2	100	10	90	0	10	2	219	100	1	0	0
360	gyro-ball	4	9	0	5	100	0	10	2	220	0	2	0	0
361	healing-wish	4	14	0	10	0	0	7	1	221	0	3	0	0
362	brine	4	11	65	10	100	0	10	3	222	0	4	0	0
363	natural-gift	4	1	0	15	100	0	10	2	223	0	1	0	0
364	feint	4	1	30	10	100	2	10	2	224	0	2	0	0
365	pluck	4	3	60	20	100	0	10	2	225	0	3	0	0
366	tailwind	4	3	0	15	0	0	4	1	226	0	4	0	0
367	acupressure	4	1	0	30	0	0	5	1	227	0	1	0	0
368	metal-burst	4	9	0	10	100	0	1	2	228	0	2	0	0
369	u-turn	4	7	70	20	100	0	10	2	229	0	3	0	0
370	close-combat	4	2	120	5	100	0	10	2	230	100	4	0	0
371	payback	4	17	50	10	100	0	10	2	231	0	1	0	0
372	assurance	4	17	60	10	100	0	10	2	232	0	2	0	0
373	embargo	4	17	0	15	100	0	10	1	233	0	3	0	0
374	fling	4	17	0	10	100	0	10	2	234	0	5	0	0
375	psycho-shift	4	14	0	10	100	0	10	1	235	0	1	0	0
376	trump-card	4	1	0	5	0	0	10	3	236	0	1	0	0
377	heal-block	4	14	0	15	100	0	11	1	237	0	3	0	0
378	wring-out	4	1	0	5	100	0	10	3	238	0	4	0	0
379	power-trick	4	14	0	10	0	0	7	1	239	0	1	0	0
380	gastro-acid	4	4	0	10	100	0	10	1	240	0	2	0	0
381	lucky-chant	4	1	0	30	0	0	4	1	241	0	3	0	0
382	me-first	4	1	0	20	0	0	2	1	242	0	3	0	0
383	copycat	4	1	0	20	0	0	7	1	243	0	1	0	0
384	power-swap	4	14	0	10	0	0	10	1	244	0	2	0	0
385	guard-swap	4	14	0	10	0	0	10	1	245	0	3	0	0
386	punishment	4	17	0	5	100	0	10	2	246	0	4	0	0
387	last-resort	4	1	140	5	100	0	10	2	247	0	3	0	0
388	worry-seed	4	12	0	10	100	0	10	1	248	0	2	0	0
389	sucker-punch	4	17	70	5	100	1	10	2	249	0	4	0	0
390	toxic-spikes	4	4	0	20	0	0	6	1	250	0	4	0	0
391	heart-swap	4	14	0	10	0	0	10	1	251	0	1	0	0
392	aqua-ring	4	11	0	20	0	0	7	1	252	0	2	0	0
393	magnet-rise	4	13	0	10	0	0	7	1	253	0	3	0	0
394	flare-blitz	4	10	120	15	100	0	10	2	254	10	4	0	0
395	force-palm	4	2	60	10	100	0	10	2	7	30	1	0	0
396	aura-sphere	4	2	80	20	0	0	10	3	18	0	2	0	0
397	rock-polish	4	6	0	20	0	0	7	1	53	0	5	0	0
398	poison-jab	4	4	80	20	100	0	10	2	3	30	4	0	0
399	dark-pulse	4	17	80	15	100	0	10	3	32	20	1	0	0
400	night-slash	4	17	70	15	100	0	10	2	44	0	2	0	0
401	aqua-tail	4	11	90	10	90	0	10	2	1	0	3	0	0
402	seed-bomb	4	12	80	15	100	0	10	2	1	0	4	0	0
403	air-slash	4	3	75	15	95	0	10	3	32	30	1	0	0
404	x-scissor	4	7	80	15	100	0	10	2	1	0	2	0	0
405	bug-buzz	4	7	90	10	100	0	10	3	73	10	3	0	0
406	dragon-pulse	4	16	85	10	100	0	10	3	1	0	4	0	0
407	dragon-rush	4	16	100	10	75	0	10	2	32	20	1	0	0
408	power-gem	4	6	80	20	100	0	10	3	1	0	2	0	0
409	drain-punch	4	2	75	10	100	0	10	2	4	0	2	0	0
410	vacuum-wave	4	2	40	30	100	1	10	3	104	0	4	0	0
411	focus-blast	4	2	120	5	70	0	10	3	73	10	1	0	0
412	energy-ball	4	12	90	10	100	0	10	3	73	10	2	0	0
413	brave-bird	4	3	120	15	100	0	10	2	199	0	3	0	0
414	earth-power	4	5	90	10	100	0	10	3	73	10	4	0	0
415	switcheroo	4	17	0	10	100	0	10	1	178	0	1	0	0
416	giga-impact	4	1	150	5	90	0	10	2	81	0	2	0	0
417	nasty-plot	4	17	0	20	0	0	7	1	54	0	3	0	0
418	bullet-punch	4	9	40	30	100	1	10	2	104	0	4	0	0
419	avalanche	4	15	60	10	100	-4	10	2	186	0	1	0	0
420	ice-shard	4	15	40	30	100	1	10	2	104	0	2	0	0
